date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:24:17	15862/15862	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:24:15%20GMT	http://www.minotech.co.uk/services/accelerator	/home/keith/websites/Minotech/www.minotech.co.uk/services/accelerator.html	(from http://www.minotech.co.uk/blog/brexit-from-an-agile-perspective/)
11:24:19	14610/14610	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:24:17%20GMT	http://www.minotech.co.uk/services/horsepower	/home/keith/websites/Minotech/www.minotech.co.uk/services/horsepower.html	(from http://www.minotech.co.uk/blog/brexit-from-an-agile-perspective/)
11:24:21	14284/14284	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:24:19%20GMT	http://www.minotech.co.uk/services/mot	/home/keith/websites/Minotech/www.minotech.co.uk/services/mot.html	(from http://www.minotech.co.uk/blog/brexit-from-an-agile-perspective/)
11:24:34	59452/59452	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Jan%202021%2011:24:21%20GMT	http://www.minotech.co.uk/media/1061/_47788370_01_ballotbox.jpg	/home/keith/websites/Minotech/www.minotech.co.uk/media/1061/_47788370_01_ballotbox.jpg	(from http://www.minotech.co.uk/blog/brexit-from-an-agile-perspective/)
11:24:35	14010/14010	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:24:33%20GMT	http://www.minotech.co.uk/blog/interviewing-for-scrum-masters/	/home/keith/websites/Minotech/www.minotech.co.uk/blog/interviewing-for-scrum-masters/index.html	(from http://www.minotech.co.uk/blog/brexit-from-an-agile-perspective/)
11:24:36	13689/13689	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:24:35%20GMT	http://www.minotech.co.uk/services/custom-development	/home/keith/websites/Minotech/www.minotech.co.uk/services/custom-development.html	(from http://www.minotech.co.uk/blog/the-value-of-a-spike/)
11:24:37	12156/12156	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:24:35%20GMT	http://www.minotech.co.uk/services/propellant	/home/keith/websites/Minotech/www.minotech.co.uk/services/propellant.html	(from http://www.minotech.co.uk/blog/the-value-of-a-spike/)
11:24:38	12502/12502	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:24:36%20GMT	http://www.minotech.co.uk/services/pit-stop	/home/keith/websites/Minotech/www.minotech.co.uk/services/pit-stop.html	(from http://www.minotech.co.uk/blog/the-value-of-a-spike/)
11:24:39	14500/14500	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:24:38%20GMT	http://www.minotech.co.uk/services/mentoring	/home/keith/websites/Minotech/www.minotech.co.uk/services/mentoring.html	(from http://www.minotech.co.uk/blog/the-value-of-a-spike/)
11:24:41	12506/12506	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:24:38%20GMT	http://www.minotech.co.uk/blog/agile-is-not-just-scrum/	/home/keith/websites/Minotech/www.minotech.co.uk/blog/agile-is-not-just-scrum/index.html	(from http://www.minotech.co.uk/blog/brexit-from-an-agile-perspective/)
11:24:43	13570/13570	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Wed,%2006%20Jan%202021%2011:24:41%20GMT	http://www.minotech.co.uk/why-mot/partners/	/home/keith/websites/Minotech/www.minotech.co.uk/why-mot/partners/index.html	(from http://www.minotech.co.uk/why-mot/)
11:24:45	14005/14005	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:24:42%20GMT	http://www.minotech.co.uk/blog/what-can-agile-do-for-you/	/home/keith/websites/Minotech/www.minotech.co.uk/blog/what-can-agile-do-for-you/index.html	(from http://www.minotech.co.uk/blog/what-is-agile/)
11:25:01	88329/88329	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Jan%202021%2011:24:45%20GMT	http://www.minotech.co.uk/media/1019/code2-med.jpg	/home/keith/websites/Minotech/www.minotech.co.uk/media/1019/code2-med.jpg	(from http://www.minotech.co.uk/services/custom-development/)
11:25:27	141365/141365	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Jan%202021%2011:25:00%20GMT	http://www.minotech.co.uk/media/1047/surfer-med.jpg	/home/keith/websites/Minotech/www.minotech.co.uk/media/1047/surfer-med.jpg	(from http://www.minotech.co.uk/services/propellant/)
11:25:29	15143/15143	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:25:27%20GMT	http://www.minotech.co.uk/blog/optimising-project-delivery-resourcing-empowered-teams/	/home/keith/websites/Minotech/www.minotech.co.uk/blog/optimising-project-delivery-resourcing-empowered-teams/index.html	(from http://www.minotech.co.uk/services/propellant/)
11:25:39	469671/469671	---M--	200	added ('OK')	application/pdf	date:Wed,%2006%20Jan%202021%2011:24:13%20GMT	http://www.minotech.co.uk/media/1104/ksjcv20190729.pdf	/home/keith/websites/Minotech/www.minotech.co.uk/media/1104/ksjcv20190729.pdf	(from http://www.minotech.co.uk/network/keith-jackson/)
11:25:40	12755/12755	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:25:38%20GMT	http://www.minotech.co.uk/blog/optimising-project-delivery-the-retrospective/	/home/keith/websites/Minotech/www.minotech.co.uk/blog/optimising-project-delivery-the-retrospective/index.html	(from http://www.minotech.co.uk/services/pit-stop/)
11:25:45	25468/25468	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Jan%202021%2011:25:39%20GMT	http://www.minotech.co.uk/media/1042/scrum-process.jpg	/home/keith/websites/Minotech/www.minotech.co.uk/media/1042/scrum-process.jpg	(from http://www.minotech.co.uk/services/accelerator/)
11:25:47	13972/13972	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:25:45%20GMT	http://www.minotech.co.uk/blog/optimising-project-delivery-enabling-change/	/home/keith/websites/Minotech/www.minotech.co.uk/blog/optimising-project-delivery-enabling-change/index.html	(from http://www.minotech.co.uk/services/pit-stop/)
11:25:59	163520/163520	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Jan%202021%2011:25:29%20GMT	http://www.minotech.co.uk/media/1023/diagnostics-med.jpg	/home/keith/websites/Minotech/www.minotech.co.uk/media/1023/diagnostics-med.jpg	(from http://www.minotech.co.uk/services/pit-stop/)
11:26:00	15235/15235	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:25:59%20GMT	http://www.minotech.co.uk/blog/optimising-project-delivery-feel-the-pain/	/home/keith/websites/Minotech/www.minotech.co.uk/blog/optimising-project-delivery-feel-the-pain/index.html	(from http://www.minotech.co.uk/services/pit-stop/)
11:26:10	120755/120755	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Jan%202021%2011:25:47%20GMT	http://www.minotech.co.uk/media/1033/matrix-eye-med.jpg	/home/keith/websites/Minotech/www.minotech.co.uk/media/1033/matrix-eye-med.jpg	(from http://www.minotech.co.uk/services/horsepower/)
11:26:11	15589/15589	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:26:10%20GMT	http://www.minotech.co.uk/blog/optimising-project-delivery-blockers/	/home/keith/websites/Minotech/www.minotech.co.uk/blog/optimising-project-delivery-blockers/index.html	(from http://www.minotech.co.uk/services/pit-stop/)
11:26:22	57566/57566	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Jan%202021%2011:26:10%20GMT	http://www.minotech.co.uk/media/1025/eclipse.jpg	/home/keith/websites/Minotech/www.minotech.co.uk/media/1025/eclipse.jpg	(from http://www.minotech.co.uk/services/training/)
11:26:23	14662/14662	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:26:21%20GMT	http://www.minotech.co.uk/blog/optimising-project-delivery-empowered-teams-and-the-conflict-principle/	/home/keith/websites/Minotech/www.minotech.co.uk/blog/optimising-project-delivery-empowered-teams-and-the-conflict-principle/index.html	(from http://www.minotech.co.uk/services/pit-stop/)
11:26:28	153207/153207	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Jan%202021%2011:25:59%20GMT	http://www.minotech.co.uk/media/1014/bloke-empty-table-med.jpg	/home/keith/websites/Minotech/www.minotech.co.uk/media/1014/bloke-empty-table-med.jpg	(from http://www.minotech.co.uk/services/mot/)
11:26:29	10426/10426	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:26:28%20GMT	http://www.minotech.co.uk/blog/more-than-just-a-resource/	/home/keith/websites/Minotech/www.minotech.co.uk/blog/more-than-just-a-resource/index.html	(from http://www.minotech.co.uk/services/pit-stop/)
11:26:39	91982/91982	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Jan%202021%2011:26:23%20GMT	http://www.minotech.co.uk/media/1029/hands-med.jpg	/home/keith/websites/Minotech/www.minotech.co.uk/media/1029/hands-med.jpg	(from http://www.minotech.co.uk/services/mentoring/)
11:26:41	15705/15705	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:26:39%20GMT	http://www.minotech.co.uk/blog/optimising-project-delivery-the-importance-of-in-flow-qa/	/home/keith/websites/Minotech/www.minotech.co.uk/blog/optimising-project-delivery-the-importance-of-in-flow-qa/index.html	(from http://www.minotech.co.uk/services/accelerator/)
11:26:52	120345/120345	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Jan%202021%2011:26:28%20GMT	http://www.minotech.co.uk/media/1030/ideas-man-cropped.jpg	/home/keith/websites/Minotech/www.minotech.co.uk/media/1030/ideas-man-cropped.jpg	(from http://www.minotech.co.uk/services/pre-flight-check/)
11:26:53	20661/20661	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:26:51%20GMT	http://www.minotech.co.uk/blog/scrum-day-london-2016-summary-review/	/home/keith/websites/Minotech/www.minotech.co.uk/blog/scrum-day-london-2016-summary-review/index.html	(from http://www.minotech.co.uk/services/accelerator/)
11:26:54	12766/12766	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:26:52%20GMT	http://www.minotech.co.uk/blog/using-retrospective-feedback-to-inform-product-decisions/	/home/keith/websites/Minotech/www.minotech.co.uk/blog/using-retrospective-feedback-to-inform-product-decisions/index.html	(from http://www.minotech.co.uk/services/horsepower/)
11:26:55	14662/14662	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:26:54%20GMT	http://www.minotech.co.uk/development/blog/the-repository-pattern-keeping-it-clean/	/home/keith/websites/Minotech/www.minotech.co.uk/development/blog/the-repository-pattern-keeping-it-clean/index.html	(from http://www.minotech.co.uk/development/mentoring/)
11:27:07	142678/142678	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Jan%202021%2011:26:40%20GMT	http://www.minotech.co.uk/media/1008/jen_full.jpg	/home/keith/websites/Minotech/www.minotech.co.uk/media/1008/jen_full.jpg	(from http://www.minotech.co.uk/network/jen-jackson/)
11:27:19	58117/58117	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Jan%202021%2011:27:07%20GMT	http://www.minotech.co.uk/media/1060/windowsazure.png	/home/keith/websites/Minotech/www.minotech.co.uk/media/1060/windowsazure.png	(from http://www.minotech.co.uk/development/blog/)
11:27:20	13066/13066	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:27:19%20GMT	http://www.minotech.co.uk/development/blog/the-pylon-is-live/	/home/keith/websites/Minotech/www.minotech.co.uk/development/blog/the-pylon-is-live/index.html	(from http://www.minotech.co.uk/development/blog/)
11:27:21	32418/32418	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:27:20%20GMT	http://www.minotech.co.uk/development/open-source-projects/umbraco-pylon/	/home/keith/websites/Minotech/www.minotech.co.uk/development/open-source-projects/umbraco-pylon/index.html	(from http://www.minotech.co.uk/development/blog/)
11:27:22	9714/9714	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:27:20%20GMT	http://www.minotech.co.uk/development/blog/umbraco-published-content-seems-wrong/	/home/keith/websites/Minotech/www.minotech.co.uk/development/blog/umbraco-published-content-seems-wrong/index.html	(from http://www.minotech.co.uk/development/blog/)
11:27:23	12233/12233	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:27:22%20GMT	http://www.minotech.co.uk/development/blog/open-source-products-refreshed/	/home/keith/websites/Minotech/www.minotech.co.uk/development/blog/open-source-products-refreshed/index.html	(from http://www.minotech.co.uk/development/blog/)
11:27:24	13027/13027	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:27:23%20GMT	http://www.minotech.co.uk/services/training	/home/keith/websites/Minotech/www.minotech.co.uk/services/training.html	(from http://www.minotech.co.uk/blog/the-anti-agility-of-dogma-or-why-agile-is-a-science-and-not-a-faith/)
11:27:25	11907/11907	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:27:23%20GMT	http://www.minotech.co.uk/development/blog/testing-web-api-routes-with-ministry-open-source/	/home/keith/websites/Minotech/www.minotech.co.uk/development/blog/testing-web-api-routes-with-ministry-open-source/index.html	(from http://www.minotech.co.uk/development/blog/)
11:27:26	12776/12776	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:27:25%20GMT	http://www.minotech.co.uk/development/blog/entity-framework-repositories-now-on-nuget/	/home/keith/websites/Minotech/www.minotech.co.uk/development/blog/entity-framework-repositories-now-on-nuget/index.html	(from http://www.minotech.co.uk/development/blog/)
11:27:27	25491/25491	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:27:25%20GMT	http://www.minotech.co.uk/development/blog/migrating-umbraco-5-to-umbraco-411/	/home/keith/websites/Minotech/www.minotech.co.uk/development/blog/migrating-umbraco-5-to-umbraco-411/index.html	(from http://www.minotech.co.uk/development/blog/)
11:27:29	15419/15419	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:27:27%20GMT	http://www.minotech.co.uk/development/blog/testing-mvc-routes-with-ministry-open-source/	/home/keith/websites/Minotech/www.minotech.co.uk/development/blog/testing-mvc-routes-with-ministry-open-source/index.html	(from http://www.minotech.co.uk/development/blog/)
11:27:31	10587/10587	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:27:28%20GMT	http://www.minotech.co.uk/development/blog/detecting-touch-devices/	/home/keith/websites/Minotech/www.minotech.co.uk/development/blog/detecting-touch-devices/index.html	(from http://www.minotech.co.uk/development/blog/)
11:27:44	276872/276872	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Jan%202021%2011:26:55%20GMT	http://www.minotech.co.uk/media/1058/2012-07-18-at-11-37-24.jpg	/home/keith/websites/Minotech/www.minotech.co.uk/media/1058/2012-07-18-at-11-37-24.jpg	(from http://www.minotech.co.uk/development/blog/)
11:27:45	16829/16829	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:27:43%20GMT	http://www.minotech.co.uk/development/open-source-projects/?filter=Web	/home/keith/websites/Minotech/www.minotech.co.uk/development/open-source-projects/index2ecf.html	(from http://www.minotech.co.uk/development/open-source-projects/)
11:27:47	77967/77967	---M--	200	added ('OK')	image/png	date:Wed,%2006%20Jan%202021%2011:27:30%20GMT	http://www.minotech.co.uk/media/1088/pac-black-turquoise.png	/home/keith/websites/Minotech/www.minotech.co.uk/media/1088/pac-black-turquoise.png	(from http://www.minotech.co.uk/blog/the-pragmatic-agile-community/)
11:27:49	8709/8709	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:27:46%20GMT	http://www.minotech.co.uk/development/open-source-projects/?filter=Database	/home/keith/websites/Minotech/www.minotech.co.uk/development/open-source-projects/index2a59.html	(from http://www.minotech.co.uk/development/open-source-projects/)
11:27:51	8913/8913	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:27:48%20GMT	http://www.minotech.co.uk/development/open-source-projects/?filter=CMS	/home/keith/websites/Minotech/www.minotech.co.uk/development/open-source-projects/index1468.html	(from http://www.minotech.co.uk/development/open-source-projects/)
11:27:53	19154/19154	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:27:50%20GMT	http://www.minotech.co.uk/development/open-source-projects/?filter=Library	/home/keith/websites/Minotech/www.minotech.co.uk/development/open-source-projects/index7f73.html	(from http://www.minotech.co.uk/development/open-source-projects/)
11:27:55	16677/16677	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:27:52%20GMT	http://www.minotech.co.uk/development/open-source-projects/api-security/	/home/keith/websites/Minotech/www.minotech.co.uk/development/open-source-projects/api-security/index.html	(from http://www.minotech.co.uk/development/open-source-projects/)
11:28:33	230424/230424	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Jan%202021%2011:27:54%20GMT	http://www.minotech.co.uk/media/1085/sd-wmc-c-0008-1.jpg	/home/keith/websites/Minotech/www.minotech.co.uk/media/1085/sd-wmc-c-0008-1.jpg	(from http://www.minotech.co.uk/blog/agile-cymru-or-to-cardiff-and-back-again/)
11:28:44	56908/56908	---M--	200	added ('OK')	application/pdf	date:Wed,%2006%20Jan%202021%2011:28:32%20GMT	http://www.minotech.co.uk/media/1086/forced-analogy.pdf	/home/keith/websites/Minotech/www.minotech.co.uk/media/1086/forced-analogy.pdf	(from http://www.minotech.co.uk/blog/agile-cymru-or-to-cardiff-and-back-again/)
11:28:45	11149/11149	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:28:44%20GMT	http://www.minotech.co.uk/development/open-source-projects/argument-guard/	/home/keith/websites/Minotech/www.minotech.co.uk/development/open-source-projects/argument-guard/index.html	(from http://www.minotech.co.uk/development/open-source-projects/)
11:28:47	28833/28833	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:28:45%20GMT	http://www.minotech.co.uk/development/open-source-projects/backbone-ribs/	/home/keith/websites/Minotech/www.minotech.co.uk/development/open-source-projects/backbone-ribs/index.html	(from http://www.minotech.co.uk/development/open-source-projects/)
11:28:48	32116/32116	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:28:46%20GMT	http://www.minotech.co.uk/development/open-source-projects/client-mvc/	/home/keith/websites/Minotech/www.minotech.co.uk/development/open-source-projects/client-mvc/index.html	(from http://www.minotech.co.uk/development/open-source-projects/)
11:28:49	15418/15418	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:28:48%20GMT	http://www.minotech.co.uk/development/open-source-projects/compositions/	/home/keith/websites/Minotech/www.minotech.co.uk/development/open-source-projects/compositions/index.html	(from http://www.minotech.co.uk/development/open-source-projects/)
11:28:50	387702/387702	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Jan%202021%2011:27:45%20GMT	http://www.minotech.co.uk/media/1087/20160409-dsc_0249-1.jpg	/home/keith/websites/Minotech/www.minotech.co.uk/media/1087/20160409-dsc_0249-1.jpg	(from http://www.minotech.co.uk/blog/pragmatism-vs-compromise-a-difficult-distinction/)
11:28:52	13009/13009	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:28:49%20GMT	http://www.minotech.co.uk/development/open-source-projects/csv/	/home/keith/websites/Minotech/www.minotech.co.uk/development/open-source-projects/csv/index.html	(from http://www.minotech.co.uk/development/open-source-projects/)
11:28:53	11760/11760	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:28:51%20GMT	http://www.minotech.co.uk/development/open-source-projects/date-time-abstractions/	/home/keith/websites/Minotech/www.minotech.co.uk/development/open-source-projects/date-time-abstractions/index.html	(from http://www.minotech.co.uk/development/open-source-projects/)
11:28:54	16742/16742	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:28:52%20GMT	http://www.minotech.co.uk/development/open-source-projects/entity-framework-repolayer/	/home/keith/websites/Minotech/www.minotech.co.uk/development/open-source-projects/entity-framework-repolayer/index.html	(from http://www.minotech.co.uk/development/open-source-projects/)
11:28:55	11417/11417	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:28:53%20GMT	http://www.minotech.co.uk/development/open-source-projects/fluent-guard/	/home/keith/websites/Minotech/www.minotech.co.uk/development/open-source-projects/fluent-guard/index.html	(from http://www.minotech.co.uk/development/open-source-projects/)
11:28:56	17637/17637	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:28:55%20GMT	http://www.minotech.co.uk/development/open-source-projects/iis-multi-host-redirector/	/home/keith/websites/Minotech/www.minotech.co.uk/development/open-source-projects/iis-multi-host-redirector/index.html	(from http://www.minotech.co.uk/development/open-source-projects/)
11:28:57	11185/11185	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:28:55%20GMT	http://www.minotech.co.uk/development/open-source-projects/javascript-on-load-function-stack/	/home/keith/websites/Minotech/www.minotech.co.uk/development/open-source-projects/javascript-on-load-function-stack/index.html	(from http://www.minotech.co.uk/development/open-source-projects/)
11:28:59	10871/10871	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:28:57%20GMT	http://www.minotech.co.uk/development/open-source-projects/model-builder-abstractions/	/home/keith/websites/Minotech/www.minotech.co.uk/development/open-source-projects/model-builder-abstractions/index.html	(from http://www.minotech.co.uk/development/open-source-projects/)
11:29:00	18230/18230	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:28:59%20GMT	http://www.minotech.co.uk/development/open-source-projects/reflection-helper/	/home/keith/websites/Minotech/www.minotech.co.uk/development/open-source-projects/reflection-helper/index.html	(from http://www.minotech.co.uk/development/open-source-projects/)
11:29:01	13218/13218	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:29:00%20GMT	http://www.minotech.co.uk/development/open-source-projects/responsive-mq/	/home/keith/websites/Minotech/www.minotech.co.uk/development/open-source-projects/responsive-mq/index.html	(from http://www.minotech.co.uk/development/open-source-projects/)
11:29:17	86979/86979	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Jan%202021%2011:29:00%20GMT	http://www.minotech.co.uk/media/1032/jumping-people-med.jpg	/home/keith/websites/Minotech/www.minotech.co.uk/media/1032/jumping-people-med.jpg	(from http://www.minotech.co.uk/blog/optimising-project-delivery-resourcing-empowered-teams/)
11:29:18	15473/15473	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:29:17%20GMT	http://www.minotech.co.uk/development/open-source-projects/simple-twitter-stream/	/home/keith/websites/Minotech/www.minotech.co.uk/development/open-source-projects/simple-twitter-stream/index.html	(from http://www.minotech.co.uk/development/open-source-projects/)
11:29:19	14718/14718	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:29:17%20GMT	http://www.minotech.co.uk/development/open-source-projects/strong-typed/	/home/keith/websites/Minotech/www.minotech.co.uk/development/open-source-projects/strong-typed/index.html	(from http://www.minotech.co.uk/development/open-source-projects/)
11:29:21	26999/26999	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:29:18%20GMT	http://www.minotech.co.uk/development/open-source-projects/test-support/	/home/keith/websites/Minotech/www.minotech.co.uk/development/open-source-projects/test-support/index.html	(from http://www.minotech.co.uk/development/open-source-projects/)
11:29:23	10851/10851	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:29:20%20GMT	http://www.minotech.co.uk/development/open-source-projects/uri-path-manager/	/home/keith/websites/Minotech/www.minotech.co.uk/development/open-source-projects/uri-path-manager/index.html	(from http://www.minotech.co.uk/development/open-source-projects/)
11:29:25	10967/10967	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:29:22%20GMT	http://www.minotech.co.uk/development/open-source-projects/url-navigator/	/home/keith/websites/Minotech/www.minotech.co.uk/development/open-source-projects/url-navigator/index.html	(from http://www.minotech.co.uk/development/open-source-projects/)
11:29:27	11174/11174	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:29:24%20GMT	http://www.minotech.co.uk/development/open-source-projects/web-theming/	/home/keith/websites/Minotech/www.minotech.co.uk/development/open-source-projects/web-theming/index.html	(from http://www.minotech.co.uk/development/open-source-projects/)
11:29:29	14698/14698	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:29:26%20GMT	http://www.minotech.co.uk/development/open-source-projects/webdriver-extensions/	/home/keith/websites/Minotech/www.minotech.co.uk/development/open-source-projects/webdriver-extensions/index.html	(from http://www.minotech.co.uk/development/open-source-projects/)
11:29:30	10465/10465	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:29:28%20GMT	http://www.minotech.co.uk/development/open-source-projects/window-wrapper/	/home/keith/websites/Minotech/www.minotech.co.uk/development/open-source-projects/window-wrapper/index.html	(from http://www.minotech.co.uk/development/open-source-projects/)
11:30:14	238990/238990	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Jan%202021%2011:29:30%20GMT	http://www.minotech.co.uk/media/1063/20150704-img_20150704_175954.jpg	/home/keith/websites/Minotech/www.minotech.co.uk/media/1063/20150704-img_20150704_175954.jpg	(from http://www.minotech.co.uk/blog/scrum-day-london-2016-summary-review/)
11:30:15	10448/10448	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:30:13%20GMT	http://www.minotech.co.uk/development/open-source-projects/magpie/	/home/keith/websites/Minotech/www.minotech.co.uk/development/open-source-projects/magpie/index.html	(from http://www.minotech.co.uk/development/open-source-projects/)
11:30:16	509623/509623	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Jan%202021%2011:28:49%20GMT	http://www.minotech.co.uk/media/1064/planning.jpg	/home/keith/websites/Minotech/www.minotech.co.uk/media/1064/planning.jpg	(from http://www.minotech.co.uk/blog/interviewing-for-scrum-masters/)
11:30:17	12253/12253	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:30:15%20GMT	http://www.minotech.co.uk/development/open-source-projects/umbraco/	/home/keith/websites/Minotech/www.minotech.co.uk/development/open-source-projects/umbraco/index.html	(from http://www.minotech.co.uk/development/open-source-projects/)
11:30:18	13570/13570	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Wed,%2006%20Jan%202021%2011:30:17%20GMT	http://www.minotech.co.uk/why-mot/clients/	/home/keith/websites/Minotech/www.minotech.co.uk/why-mot/clients/index.html	(from http://www.minotech.co.uk/)
11:30:19	13570/13570	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Wed,%2006%20Jan%202021%2011:30:17%20GMT	http://www.minotech.co.uk/why-mot/partners/	/home/keith/websites/Minotech/www.minotech.co.uk/why-mot/partners/index.html	(from http://www.minotech.co.uk/why-mot/)
11:30:33	95468/95468	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Jan%202021%2011:30:14%20GMT	http://www.minotech.co.uk/media/1051/team-discussing-med.jpg	/home/keith/websites/Minotech/www.minotech.co.uk/media/1051/team-discussing-med.jpg	(from http://www.minotech.co.uk/blog/using-retrospective-feedback-to-inform-product-decisions/)
11:30:34	15418/15418	---M-Z	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2011:30:32%20GMT	http://www.minotech.co.uk/development/open-source-projects/compositions	/home/keith/websites/Minotech/www.minotech.co.uk/development/open-source-projects/compositions.html	(from http://www.minotech.co.uk/development/open-source-projects/umbraco-pylon/)
